symbol,price,price_change,price_percent_change
EVR,216.84,10.0,4.83
PRCT,60.9,2.8,4.82
FN,231.33,10.63,4.82
MBLY,15.26,0.7,4.81
SKT,33.41,1.53,4.80
MOD,92.82,4.25,4.80
TARS,52.36,2.39,4.78
CG,46.24,2.11,4.78
IOT,42.08,1.92,4.78
TWST,44.94,2.05,4.78
SG,26.13,1.19,4.77
BIRK,47.43,2.16,4.77
SMMT,20.69,0.94,4.76
CIVI,36.44,1.65,4.74
CVLT,169.17,7.65,4.74
BWXT,104.08,4.7,4.73
SN,92.1,4.15,4.72
VMI,298.97,13.47,4.72
JEF,62.17,2.8,4.72
KKR,121.97,5.47,4.70
AZZ,86.31,3.87,4.69
TDW,44.04,1.97,4.68
GNRC,137.67,6.15,4.68
OC,151.18,6.74,4.67
ODD,45.34,2.02,4.66
CMC,48.75,2.16,4.64
ENVA,101.94,4.51,4.63
MRNA,34.17,1.51,4.62
RCL,225.4,9.91,4.60
TEX,40.88,1.79,4.58
ROST,129.18,5.64,4.57
SOUN,10.31,0.45,4.56
QTWO,82.82,3.61,4.56
ACLX,72.48,3.15,4.54
BANC,14.73,0.64,4.54
ATGE,103.29,4.48,4.53
ESTC,101.61,4.4,4.53
DAL,48.88,2.11,4.51
LSCC,63.4,2.73,4.50
GRND,18.12,0.78,4.50
LAD,319.96,13.75,4.49
CALM,93.2,4.0,4.48
EME,412.85,17.71,4.48
TPG,52.24,2.24,4.48
DLTR,69.74,2.99,4.48
ONON,48.32,2.07,4.48
AIT,234.58,10.04,4.47
GPI,418.18,17.84,4.46
EXP,227.88,9.72,4.46
ULTA,366.16,15.59,4.45
BCO,87.55,3.72,4.44
NEXT,9.43,0.4,4.43
AVT,49.07,2.08,4.43
NPO,179.88,7.62,4.42
BIP,29.99,1.27,4.42
BBUC,27.65,1.17,4.42
NUE,127.4,5.39,4.42
