Unnamed: 0,Volume,Last,Chg,% Chg
The9 Ltd. ADR (NCTY),250.3K,15.01,1.05,7.52
Basel Medical Group Ltd. (BMGL),89.2K,4.88,0.32,7.13
Auddia Inc. (AUUD),91.2K,3.96,0.26,7.1
Loar Holdings Inc. (LOAR),868.2K,70.65,4.68,7.09
B&G Foods Inc. (BGS),3.9M,6.87,0.43,6.68
Idaho Strategic Resources Inc. (IDR),215.9K,14.31,0.88,6.55
Kestra Medical Technologies Ltd. (KMTS),247.4K,24.92,1.49,6.36
Greenfire Resources Ltd. (GFR),58.4K,5.87,0.35,6.34
Duos Technologies Group Inc. (DUOT),90.3K,5.64,0.33,6.21
Star Holdings (STHO),398.2K,8.51,0.49,6.11
Hycroft Mining Holding Corp. (HYMC),186.5K,3.24,0.18,5.88
Celsius Holdings Inc. (CELH),15.1M,35.62,1.97,5.85
Jayud Global Logistics Ltd. (JYD),6.5M,7.69,0.42,5.78
Siebert Financial Corp. (SIEB),110.9K,3.01,0.16,5.61
Allbirds Inc. (BIRD),75.1K,6.44,0.34,5.57
WF Holding Ltd. (WFF),188.4K,4.0,0.21,5.54
Grocery Outlet Holding Corp. (GO),2.1M,13.98,0.73,5.51
Guardian Pharmacy Services Inc. Cl A (GRDN),142.0K,21.26,1.11,5.51
Natural Grocers by Vitamin Cottage Inc. (NGVC),288.2K,40.2,2.08,5.46
Zhengye Biotechnology Holding Ltd. (ZYBT),129.6K,5.38,0.28,5.39
Monogram Technologies Inc. (MGRM),347.4K,2.94,0.15,5.38
Owens & Minor Inc. (OMI),1.5M,9.03,0.45,5.24
Reservoir Media Inc. (RSVR),55.7K,7.63,0.38,5.24
Intellicheck Inc. (IDN),257.1K,3.03,0.15,5.21
XPeng Inc. ADR (XPEV),10.8M,20.72,1.02,5.18
Goodyear Tire & Rubber Co. (GT),7.2M,9.24,0.45,5.12
Ready Capital Corp. (RC),3.6M,5.09,0.24,5.06
Harmony Gold Mining Co. Ltd. ADR (HMY),9.1M,14.77,0.71,5.05
Helix Acquisition Corp. II Cl A (HLXB),125.6K,11.3,0.53,4.92
Inogen Inc. (INGN),421.9K,7.13,0.33,4.85
First Foundation Inc. (FFWM),1.8M,5.19,0.24,4.85
Knot Offshore Partners LP (KNOP),135.4K,6.98,0.32,4.8
Shutterstock Inc. (SSTK),764.3K,18.63,0.84,4.72
VersaBank (VBNK),122.9K,10.36,0.46,4.65
Sibanye-Stillwater Ltd. ADR (SBSW),21.7M,4.58,0.2,4.57
Beta Bionics Inc. (BBNX),933.2K,12.24,0.53,4.53
XBiotech Inc. (XBIT),94.6K,3.24,0.14,4.52
J.Jill Inc. (JILL),198.1K,19.53,0.84,4.49
Safehold Inc. (SAFE),571.8K,18.72,0.8,4.45
Live Nation Entertainment Inc. (LYV),7.9M,130.58,5.55,4.44
Fox Corp. Cl B (FOX),5.1M,52.71,2.19,4.33
Aeva Technologies Inc. (AEVA),2.8M,7.0,0.29,4.32
DRDGOLD Ltd. ADR (DRD),951.6K,15.47,0.64,4.32
Lucid Group Inc. (LCID),89.5M,2.42,0.1,4.31
Emergent Biosolutions Inc. (EBS),3.2M,4.86,0.2,4.29
Infinity Natural Resources Inc. (INR),515.6K,18.75,0.77,4.28
Ardent Health Partners Inc. (ARDT),642.5K,13.75,0.55,4.17
National CineMedia Inc. (NCMI),802.8K,5.84,0.23,4.1
American International Group Inc. (AIG),9.8M,86.94,3.32,3.97
Cantaloupe Inc. (CTLP),1.1M,7.87,0.3,3.96
Barnes & Noble Education Inc. (BNED),283.3K,10.5,0.4,3.96
Sera Prognostics Inc. (SERA),199.7K,3.68,0.14,3.95
Vasta Platform Ltd. Cl A (VSTA),69.2K,4.53,0.17,3.9
KLX Energy Services Holdings Inc. (KLXE),267.8K,3.5,0.13,3.86
INmune Bio Inc. (INMB),359.4K,7.81,0.29,3.86
Zevia PBC (ZVIA),481.4K,2.16,0.08,3.85
Embecta Corp. (EMBC),571.4K,12.75,0.47,3.83
AMN Healthcare Services Inc. (AMN),736.7K,24.46,0.89,3.78
Lightbridge Corp. (LTBR),1.9M,7.46,0.27,3.76
Malibu Boats Inc. Cl A (MBUU),296.6K,30.68,1.11,3.75
